revenue_first_12_months
21017.14286
12325.71429
19865.14286
16145.71429
5342.857143
21160.0
46532.57143
33617.14286
32451.42857
10748.57143
26886.78285
6762.857143
16860.0
18885.54791
7988.571429
76157.0081
8524.285714
16169.22857
11443.6
29689.2
12614.27143
14350.71429
13668.57143
24478.57143
21885.71429
15744.0
66845.71429
10874.28571
63582.85714
30771.42857
5397.142857
6434.285714
28866.85714
15136.57143
30745.71429
16140.0
13361.14286
26598.85714
10390.0
19870.0
27461.14286
21785.71429
29046.21429
18497.92857
10200.0
14537.57143
56391.42857
14638.92857
13585.71429
33240.0
10700.0
14377.14286
4885.714286
12884.57143
31475.44
31782.85714
29400.0
9941.142857
36584.0
28446.85714
22617.14286
19391.42857
34200.0
15514.28571
30870.0
40628.57143
35103.68729
8200.0
14580.0
31020.0
43555.06286
21133.01714
21268.57143
11291.42857
30960.0
5539.428571
7615.714286
121540.7143
7261.714286
15065.0
30792.0
68627.14286
38354.13571
16517.14286
20746.71429
13970.35714
7768.571429
18421.42857
12089.14286
25795.0
11799.71429
21497.14286
10684.73906
14395.71429
27197.14286
18310.68571
41697.92857
22308.57143
17978.85714
143488.5714
19990.71429
49714.28571
10967.14286
5800.0
21636.42857
11768.57143
5250.0
27657.14286
22307.14286
15475.71429
5560.0
16165.71429
5085.714286
18930.85714
16568.57143
8845.714286
16517.14286
37962.0
32108.57143
77715.0
27941.14286
11487.97143
15876.42857
25662.85714
10354.28571
5622.857143
29962.28571
121689.851
16565.71429
16997.14286
10085.71429
37940.0
23850.0
5377.857143
13241.42857
32640.0
32348.57143
14146.28571
14587.71429
10899.85714
28054.28571
30688.57143
20137.14286
24933.42857
13055.71429
10605.71429
7397.142857
28980.0
16897.14286
70098.28571
16688.57143
67914.28571
54152.14286
7877.142857
58534.28571
33034.28571
13838.01571
22342.85714
103934.1571
17620.71429
8100.0
15451.42857
15030.35714
11240.0
33480.0
89901.0
24890.14286
5611.428571
5454.285714
25480.0
19771.42857
21394.28571
5708.571429
12252.0
11165.71429
9658.957141
3942.857143
10708.57143
205212.1343
33600.0
23548.57143
10884.0
28647.14286
145968.75
32322.85714
27182.85714
62482.5
5068.571429
14812.57143
46278.57143
25080.0
32057.14286
14722.85714
10600.0
21735.71429
8368.571429
25302.85714
12700.0
6412.857143
7871.428571
15017.14286
20994.28571
30600.0
9159.76
19460.57143
21485.71429
5322.857143
28951.71429
12144.0
24640.0
4414.285714
16740.0
27449.14286
7111.40457
16174.28571
25396.42857
40472.31874
52072.17857
5435.357125
42309.69841
337.1428571
14408.57143
52362.85714
11114.28571
28959.42857
20947.14286
26822.35714
7602.569677
3774.285714
21942.85714
10982.85714
101762.5
13338.85714
12101.42857
11045.71429
20837.14286
20096.0
5380.0
5860.0
14579.84286
25782.96
10005.71429
126.2857143
5334.285714
5622.857143
33000.0
32402.85714
29030.07143
34041.21429
8262.857143
10557.14286
5385.714286
16354.28571
13802.14286
32280.0
96086.42857
21080.0
29527.71829
10141.85714
20163.3
17609.06
5055.714286
32511.73571
8344.285714
9795.714286
21240.0
25655.0
17040.0
19337.14286
29113.92857
52761.66429
15150.71429
5431.428571
30471.42857
6860.0
15314.28571
70176.43715
42183.72335
10537.14286
31920.0
38025.71429
6357.142857
12384.0
26321.78571
33531.42857
5142.857143
33600.0
27432.0
9880.0
24801.42857
14209.71429
5722.857143
51765.07143
9412.0
7222.142857
13950.85714
32994.0
12973.71429
15216.42857
26862.83
16017.14286
16637.14286
5102.857143
10725.71429
29607.42857
22320.0
12493.71429
30675.85714
6844.285714
22805.71429
14394.85714
13869.71429
29512.0
20171.42241
49776.0
8442.857143
30502.85714
14680.28571
5522.857143
21474.28571
19710.10144
16280.0
38977.14286
16260.0
12000.0
74903.7
62218.56571
19819.28571
13858.28571
12595.71429
15907.14286
31872.85714
20662.85714
8638.571429
29588.78571
14958.0
25102.85714
33092.14286
21922.71429
11837.14286
27520.71429
13542.85714
37101.42857
10648.57143
5500.0
5757.142857
15233.57143
38308.57143
30677.14286
14449.71429
12417.42857
10840.0
15477.42857
5057.142857
15983.57143
16671.42857
9828.571429
7870.0
92225.96
17847.43648
12836.57143
31680.0
16448.57143
16577.14286
16240.03405
11564.35714
10279.58572
11388.57143
72618.21429
20947.61429
8232.857143
16594.28571
11770.71429
5542.857143
7788.571429
33154.28571
32022.85714
7418.571429
33022.85714
5554.285714
64154.28571
5185.876347
34128.0
10520.0
86986.44286
25288.71429
5468.0
74180.28571
18254.57143
16362.85714
22422.85714
31822.0
9605.714286
20960.0
10765.71429
32614.28571
8355.642857
15705.0
55612.5
61114.28571
35982.85714
42742.85714
8134.285714
5574.285714
33000.0
21874.28571
27667.28571
34490.0
214364.9
18139.42857
30243.75604
8532.874286
15424.28571
32631.42857
21537.14286
6354.285714
15822.85714
17318.57143
10321.42857
12394.37948
11222.85714
3494.285714
11069.76101
17698.57143
19645.0
18000.0
66609.14286
